,title_length,altmetric,num_times_cited,abstract_length,page_length,fig_count,ref_cnt,mean_author_citations,mean_h_index,mean_i10_index,num_authors,top20,top50,top100,other,num_insitutions,year
0,19,744,87,14,6,4,33,,,,19,0.0,0.0,0.0,1,7,2017
0,9,34,11,24,7,5,47,,,,5,1.0,1.0,1.0,1,2,2017
0,8,144,41,39,5,4,49,,,,6,1.0,1.0,1.0,1,2,2017
0,6,229,24,33,5,6,49,,,,8,0.0,0.0,0.0,1,3,2017
0,10,21,39,29,5,7,53,,,,8,0.0,0.0,0.0,1,2,2017
0,11,150,60,31,5,5,31,,,,24,0.0,0.0,0.0,1,13,2017
0,10,424,59,34,5,6,52,,,,28,0.0,0.0,1.0,1,11,2017
0,10,1613,49,29,5,10,53,,,,2,0.0,0.0,0.0,1,1,2017
0,8,36,46,17,4,5,58,,,,6,1.0,1.0,1.0,1,4,2017
0,6,192,48,18,6,10,53,,,,12,0.0,0.0,0.0,1,3,2017
0,8,112,46,22,4,5,57,,,,5,0.0,0.0,0.0,1,2,2017
0,8,400,211,28,5,10,54,,,,12,1.0,1.0,1.0,1,4,2017
0,7,49,30,37,5,5,45,,,,16,1.0,1.0,1.0,1,5,2017
0,8,64,14,18,5,10,53,,,,10,0.0,0.0,1.0,1,6,2017
0,8,763,118,33,4,9,77,,,,39,1.0,1.0,1.0,1,24,2017
0,6,74,22,32,5,4,62,,,,6,1.0,1.0,1.0,1,6,2017
0,10,54,38,35,5,8,70,,,,5,0.0,0.0,0.0,1,5,2017
0,12,133,13,34,5,6,63,,,,5,0.0,0.0,0.0,1,5,2017
0,7,116,47,44,5,6,75,,,,23,0.0,0.0,1.0,1,11,2017
0,7,366,25,17,5,4,93,,,,5,0.0,0.0,0.0,1,4,2017
0,9,98,11,26,5,5,50,,,,10,0.0,0.0,0.0,1,7,2017
0,10,2906,140,22,5,6,41,,,,26,0.0,1.0,1.0,1,10,2017
0,8,179,120,29,6,5,67,,,,21,0.0,0.0,0.0,1,12,2017
0,7,70,44,11,5,10,41,,,,9,0.0,0.0,0.0,1,4,2017
0,8,142,11,26,5,8,68,,,,11,0.0,0.0,0.0,1,5,2017
0,8,840,182,33,6,4,82,,,,304,1.0,1.0,1.0,1,191,2017
0,11,345,52,34,4,9,115,,,,32,0.0,0.0,1.0,1,29,2017
0,9,149,25,28,5,5,93,,,,7,0.0,0.0,0.0,1,2,2017
0,9,60,19,28,5,8,62,,,,8,0.0,0.0,0.0,1,3,2017
0,24,1190,374,27,7,9,43,,,,7,0.0,0.0,0.0,1,3,2017
0,10,226,73,33,5,9,47,,,,10,0.0,0.0,0.0,1,1,2017
0,9,103,37,27,6,5,57,,,,7,0.0,0.0,0.0,1,4,2017
0,9,505,25,26,5,7,36,,,,12,0.0,0.0,0.0,1,5,2017
0,9,158,53,29,5,7,48,,,,43,0.0,0.0,0.0,1,6,2017
0,8,596,77,25,5,4,36,,,,5,1.0,1.0,1.0,1,9,2017
0,8,2508,506,32,5,6,54,,,,17,0.0,0.0,0.0,1,1,2017
0,8,573,445,25,9,7,74,,,,1,1.0,1.0,1.0,1,159,2017
0,10,125,16,28,4,4,41,,,,17,1.0,1.0,1.0,1,6,2017
0,9,47,33,23,4,10,59,,,,4,1.0,1.0,1.0,1,4,2017
0,6,558,27,27,5,7,55,,,,20,1.0,1.0,1.0,1,7,2017
0,9,59,16,34,4,4,44,,,,8,0.0,1.0,1.0,1,4,2017
0,9,185,53,33,5,6,45,,,,28,1.0,1.0,1.0,1,13,2017
0,10,70,121,34,5,8,62,,,,11,1.0,1.0,1.0,1,9,2017
0,7,119,22,35,6,5,55,,,,6,0.0,0.0,0.0,1,3,2017
0,10,461,118,17,5,10,68,,,,15,0.0,0.0,0.0,1,5,2017
0,10,885,77,22,6,4,50,,,,18,0.0,0.0,0.0,1,10,2017
0,8,79,110,36,5,9,50,,,,23,0.0,0.0,0.0,1,6,2017
0,9,234,45,35,5,7,43,,,,15,1.0,1.0,1.0,1,6,2017
0,8,32,11,23,5,9,44,,,,11,1.0,1.0,1.0,1,7,2017
0,6,66,48,33,4,8,64,,,,6,0.0,0.0,0.0,1,4,2017
0,10,804,80,29,5,9,44,,,,18,1.0,1.0,1.0,1,6,2017
0,11,158,57,30,5,6,62,,,,37,0.0,0.0,0.0,1,20,2017
0,7,156,36,28,5,8,79,,,,4,0.0,0.0,0.0,1,1,2017
0,8,305,64,22,5,7,58,,,,14,1.0,1.0,1.0,1,4,2017
0,12,1093,94,28,5,10,49,,,,16,0.0,0.0,1.0,1,12,2017
0,7,107,50,28,5,9,58,,,,7,0.0,0.0,0.0,1,2,2017
0,8,129,36,26,5,10,36,,,,14,0.0,0.0,0.0,1,6,2017
0,6,891,14,32,5,8,42,,,,7,0.0,0.0,0.0,1,4,2017
0,12,1242,9,27,5,8,38,,,,13,0.0,1.0,1.0,1,14,2017
0,4,202,146,27,4,10,33,,,,34,0.0,0.0,0.0,1,9,2017
0,13,260,74,10,7,9,78,,,,17,1.0,1.0,1.0,1,10,2017
0,7,486,132,23,5,8,49,,,,24,1.0,1.0,1.0,1,9,2017
0,6,457,115,28,6,5,45,,,,33,0.0,1.0,1.0,1,9,2017
0,9,4661,275,33,6,10,48,,,,31,0.0,0.0,0.0,1,10,2017
0,10,1535,81,33,5,6,41,,,,7,0.0,0.0,0.0,1,1,2017
0,9,130,49,33,5,9,68,,,,5,1.0,1.0,1.0,1,4,2017
0,9,1469,139,34,4,5,61,,,,28,1.0,1.0,1.0,1,13,2017
0,6,153,70,34,5,10,52,,,,5,0.0,0.0,1.0,1,5,2017
0,6,215,131,23,6,4,65,,,,87,1.0,1.0,1.0,1,35,2017
0,11,316,137,36,5,6,35,,,,19,0.0,0.0,0.0,1,8,2017
0,9,86,63,29,5,6,41,,,,9,0.0,0.0,0.0,1,5,2017
0,3,179,149,30,7,8,36,,,,8,1.0,1.0,1.0,1,9,2017
0,8,507,30,46,5,7,42,,,,16,0.0,0.0,0.0,1,9,2017
0,8,244,120,24,6,9,23,,,,10,0.0,0.0,0.0,1,3,2017
0,8,612,278,16,5,8,57,,,,10,0.0,0.0,0.0,1,2,2017
0,11,220,21,27,5,10,90,,,,15,0.0,0.0,0.0,1,9,2017
0,8,182,71,27,5,6,70,,,,33,0.0,0.0,1.0,1,10,2017
0,8,743,43,41,5,8,64,,,,7,0.0,0.0,0.0,1,7,2017
0,8,212,89,19,5,7,55,,,,47,1.0,1.0,1.0,1,37,2017
0,8,87,43,30,6,6,45,,,,34,1.0,1.0,1.0,1,21,2017
0,10,231,35,36,5,10,48,,,,12,0.0,0.0,0.0,1,2,2017
0,8,87,58,30,5,5,35,,,,14,0.0,0.0,0.0,1,8,2017
0,11,108,22,30,5,9,41,,,,8,0.0,0.0,0.0,1,3,2017
0,10,250,228,33,5,7,51,,,,8,0.0,0.0,0.0,1,3,2017
0,10,140,93,30,5,9,30,,,,17,1.0,1.0,1.0,1,5,2017
0,8,215,65,27,5,5,34,,,,6,0.0,0.0,0.0,1,1,2017
0,7,104,112,36,4,6,45,,,,2,1.0,1.0,1.0,1,2,2017
0,11,544,53,25,4,10,47,,,,17,0.0,0.0,0.0,1,1,2017
0,10,94,36,23,4,4,34,,,,26,0.0,1.0,1.0,1,8,2017
0,7,137,74,24,5,8,76,,,,6,0.0,0.0,0.0,1,2,2017
0,10,227,68,21,5,4,56,,,,40,1.0,1.0,1.0,1,10,2017
0,8,62,46,44,4,6,75,,,,4,0.0,0.0,0.0,1,2,2017
0,13,192,129,21,5,5,54,,,,11,0.0,0.0,0.0,1,3,2017
0,5,30,55,26,4,5,76,,,,3,0.0,0.0,0.0,1,1,2017
0,9,216,57,17,5,8,42,,,,6,0.0,0.0,0.0,1,1,2017
0,10,665,117,13,6,6,57,,,,19,1.0,1.0,1.0,1,13,2017
0,9,526,72,31,5,5,43,,,,33,1.0,1.0,1.0,1,21,2017
0,9,679,64,34,6,7,43,,,,18,1.0,1.0,1.0,1,9,2017
0,9,121,79,26,4,9,50,,,,14,0.0,1.0,1.0,1,9,2017
0,9,303,50,26,5,5,31,,,,1,0.0,0.0,0.0,1,1,2017
0,9,208,87,21,5,8,92,,,,43,0.0,0.0,0.0,1,9,2017
0,9,357,52,42,5,5,65,,,,30,0.0,1.0,1.0,1,15,2017
0,19,40,60,28,5,6,67,,,,15,0.0,0.0,0.0,1,5,2017
0,8,329,131,24,5,10,62,,,,7,0.0,1.0,1.0,1,1,2017
0,5,117,68,25,5,9,61,,,,6,0.0,0.0,0.0,1,3,2017
0,9,162,43,32,5,7,46,,,,4,0.0,0.0,0.0,1,2,2017
0,9,118,61,35,5,5,59,,,,6,0.0,0.0,0.0,1,2,2017
0,6,171,189,15,5,10,54,,,,49,0.0,0.0,0.0,1,21,2017
0,8,1205,230,32,5,6,28,,,,333,0.0,0.0,1.0,1,81,2017
0,10,552,277,18,6,7,96,,,,76,1.0,1.0,1.0,1,32,2017
0,7,694,161,36,5,4,56,,,,16,1.0,1.0,1.0,1,8,2017
0,10,633,160,22,5,5,44,,,,15,1.0,1.0,1.0,1,7,2017
0,9,143,158,20,5,9,56,,,,18,0.0,1.0,1.0,1,6,2017
0,10,46,40,35,5,5,59,,,,7,0.0,0.0,0.0,1,4,2017
0,10,384,56,25,5,4,63,,,,9,1.0,1.0,1.0,1,6,2017
0,9,40,64,25,5,8,44,,,,5,0.0,0.0,0.0,1,3,2017
0,8,109,10,23,4,10,40,,,,3,0.0,0.0,0.0,1,1,2017
0,9,680,25,41,6,8,49,,,,5,0.0,0.0,0.0,1,5,2017
0,11,476,86,19,6,9,53,,,,96,1.0,1.0,1.0,1,60,2017
0,10,294,244,29,5,10,32,,,,34,0.0,0.0,1.0,1,15,2017
0,10,320,104,30,5,7,44,,,,117,0.0,0.0,0.0,1,19,2017
0,10,228,40,26,5,6,40,,,,6,1.0,1.0,1.0,1,4,2017
0,10,248,59,39,5,10,64,,,,26,0.0,0.0,1.0,1,11,2017
0,13,87,140,26,4,7,48,,,,13,0.0,0.0,0.0,1,5,2017
0,8,25,44,13,5,8,46,,,,9,0.0,0.0,0.0,1,4,2017
0,9,18,35,37,5,6,41,,,,13,0.0,0.0,0.0,1,3,2017
0,10,37,121,34,5,8,42,,,,10,0.0,0.0,0.0,1,2,2017
0,8,76,13,14,4,7,46,,,,4,0.0,0.0,0.0,1,2,2017
0,10,32,25,22,4,4,43,,,,5,1.0,1.0,1.0,1,5,2017
0,6,172,86,30,7,6,46,,,,16,0.0,0.0,0.0,1,2,2017
0,10,647,145,26,4,5,35,,,,22,1.0,1.0,1.0,1,24,2017
0,8,125,63,36,5,4,47,,,,12,1.0,1.0,1.0,1,6,2017
0,10,186,101,30,5,5,47,,,,25,0.0,0.0,0.0,1,10,2017
0,10,1974,66,35,5,7,33,,,,3,0.0,0.0,0.0,1,2,2017
0,12,76,29,32,5,9,42,,,,15,1.0,1.0,1.0,1,8,2017
0,8,3381,577,34,4,7,31,,,,46,0.0,0.0,0.0,1,21,2017
0,10,124,91,26,5,8,49,,,,12,0.0,1.0,1.0,1,9,2017
0,11,154,35,38,5,6,67,,,,15,0.0,0.0,0.0,1,7,2017
0,10,1175,170,39,5,5,41,,,,23,0.0,0.0,0.0,1,7,2017
0,8,348,72,29,5,4,50,,,,20,1.0,1.0,1.0,1,10,2017
0,8,383,106,32,5,6,62,,,,17,0.0,0.0,0.0,1,9,2017
0,9,657,39,35,4,10,72,,,,24,0.0,0.0,0.0,1,14,2017
0,10,426,24,42,5,9,28,,,,4,1.0,1.0,1.0,1,3,2017
0,6,164,19,25,5,9,42,,,,3,1.0,1.0,1.0,1,1,2017
0,12,106,151,27,5,9,41,,,,8,0.0,0.0,0.0,1,2,2017
0,8,73,40,36,5,9,60,,,,11,1.0,1.0,1.0,1,6,2017
0,10,3727,148,32,4,4,54,,,,8,0.0,0.0,0.0,1,7,2017
0,11,453,211,24,5,8,68,,,,39,0.0,0.0,1.0,1,26,2017
0,10,26,23,26,5,6,51,,,,18,0.0,1.0,1.0,1,8,2017
0,10,122,25,27,4,9,42,,,,13,0.0,0.0,1.0,1,5,2017
0,7,157,125,22,5,4,55,,,,9,0.0,0.0,0.0,1,3,2017
0,11,236,29,39,5,5,51,,,,4,0.0,0.0,0.0,1,3,2017
0,9,240,238,23,5,6,49,,,,12,0.0,0.0,1.0,1,8,2017
0,6,201,158,37,6,9,62,,,,104,0.0,1.0,1.0,1,37,2017
0,9,100,36,32,5,10,55,,,,6,0.0,0.0,0.0,1,7,2017
0,5,815,107,35,5,4,75,,,,33,0.0,0.0,0.0,1,11,2017
0,9,1104,151,27,4,4,50,,,,380,1.0,1.0,1.0,1,281,2017
0,10,80,38,31,4,7,35,,,,8,0.0,0.0,0.0,1,4,2017
0,10,391,280,33,5,10,51,,,,303,,,,1,34,2017
0,9,55,48,25,4,9,25,,,,8,0.0,0.0,0.0,1,2,2017
0,6,1035,69,38,5,4,33,,,,16,0.0,0.0,0.0,1,5,2017
0,8,245,221,40,6,5,67,,,,1,1.0,1.0,1.0,1,57,2017
0,7,117,53,34,5,9,50,,,,15,1.0,1.0,1.0,1,9,2017
0,8,277,750,26,6,8,48,,,,21,1.0,1.0,1.0,1,17,2017
0,6,97,54,25,5,5,55,,,,9,1.0,1.0,1.0,1,6,2017
0,6,502,117,34,5,10,35,,,,12,0.0,0.0,0.0,1,4,2017
0,9,57,26,25,5,10,46,,,,9,0.0,0.0,1.0,1,2,2017
0,7,157,59,31,5,10,36,,,,4,1.0,1.0,1.0,1,6,2017
0,12,28,87,14,5,4,71,,,,10,0.0,0.0,0.0,1,4,2017
0,9,887,224,31,5,10,89,,,,17,0.0,0.0,0.0,1,6,2017
0,9,181,76,38,5,4,57,,,,12,0.0,0.0,0.0,1,3,2017
0,9,54,28,20,5,5,29,,,,15,1.0,1.0,1.0,1,4,2017
0,7,213,112,26,5,5,61,,,,70,0.0,0.0,0.0,1,13,2017
0,6,233,291,59,6,7,55,,,,1,1.0,1.0,1.0,1,101,2017
0,9,646,46,28,5,5,37,,,,10,0.0,0.0,0.0,1,4,2017
